HaloID,GrpID,Timestep,NowGroup,HaloMass,TotalParticles,TotalDarkParticles,Prog
129338,460,12,15,4.19998E+11,4011,1592,0
132559,649,12,15,3.25787E+11,2555,1367,0
135744,667,12,15,1.98494E+11,2475,735,0
136059,1930,12,15,79708331124,583,325,0
129995,3085,12,15,46971588219,339,190,0
148431,14,13,15,9.31728E+12,105285,35211,1
151732,241,13,15,7.22696E+11,8977,2702,0
151788,466,13,15,4.17299E+11,3945,1576,0
148580,612,13,15,3.42753E+11,2695,1425,0
142129,787,13,15,1.40857E+11,1868,536,0
145666,1946,13,15,78367689040,577,318,0
142693,3039,13,15,48400637659,346,196,0
158225,15,14,15,8.05907E+12,93359,30386,1
161589,252,14,15,6.88797E+11,8169,2579,0
158319,398,14,15,4.68405E+11,4384,1767,0
155029,453,14,15,4.05379E+11,3831,1514,0
155055,556,14,15,3.52838E+11,2697,1463,0
161979,1814,14,15,34033322696,636,131,0
158956,2943,14,15,49587423212,359,199,0
162332,3228,14,15,30973494926,325,133,0
168139,15,15,15,7.32319E+12,85395,27613,1
178324,257,15,15,6.4905E+11,7379,2439,0
171611,410,15,15,4.30916E+11,3808,1655,0
168253,468,15,15,3.84607E+11,3533,1448,0
171642,535,15,15,3.73812E+11,2760,1555,0
175216,1321,15,15,75265291779,935,307,0
171924,1663,15,15,40990722868,706,161,0
172050,2161,15,15,45629112049,512,185,0
172269,3038,15,15,45835712953,349,179,0
175683,3198,15,15,31390490087,330,134,0
188552,14,16,15,6.56953E+12,76268,24757,1
192072,251,16,15,6.19027E+11,6737,2329,0
181746,446,16,15,3.60648E+11,3034,1423,0
188665,467,16,15,3.64118E+11,3242,1375,0
181774,562,16,15,2.52424E+11,1791,1030,0
185266,706,16,15,2.15995E+11,2019,843,0
192203,775,16,15,40634346784,1805,94,0
192301,1164,16,15,93366508658,1077,374,0
185490,1599,16,15,68244953437,731,266,0
189048,2000,16,15,52163512520,555,194,0
182152,2072,16,15,49216442028,534,200,0
185643,2213,16,15,48955416455,488,190,0
192732,2889,16,15,47355098469,366,182,0
189328,3118,16,15,33008617970,338,141,0
195472,15,17,15,6.25914E+12,72412,23548,1
206004,253,17,15,5.96547E+11,6347,2247,0
199059,409,17,15,3.24403E+11,2433,1287,0
202560,460,17,15,3.54575E+11,3189,1324,0
199080,496,17,15,2.67976E+11,2100,1039,0
195636,670,17,15,2.15548E+11,2025,831,0
195641,693,17,15,53632585936,2013,142,0
195710,969,17,15,1.1825E+11,1298,459,0
199236,1119,17,15,95512523150,1099,379,0
199322,1463,17,15,79801578614,804,309,0
202951,2015,17,15,50714643033,542,206,0
196025,2232,17,15,47984248151,484,184,0
206660,2882,17,15,38122508320,366,165,0
196227,3042,17,15,45153145866,346,173,0
206704,3055,17,15,43938441287,344,184,0
220060,13,18,15,6.1184E+12,69775,23088,1
220119,251,18,15,5.84266E+11,6115,2204,0
209536,414,18,15,3.61995E+11,3034,1420,0
220171,460,18,15,3.43484E+11,3058,1289,0
209578,581,18,15,88028005246,2388,260,0
216679,650,18,15,1.84843E+11,1482,740,0
213142,664,18,15,2.16978E+11,2009,839,0
216791,1100,18,15,99718465399,1118,397,0
216940,1694,18,15,65814704763,664,241,0
209932,1995,18,15,51810324957,548,211,0
220594,2143,18,15,50257027556,462,187,0
217060,2176,18,15,48835381721,497,184,0
213682,2826,18,15,45979018086,374,187,0
220785,2905,18,15,37499723276,364,162,0
213776,3202,18,15,42368595673,328,161,0
234426,12,19,15,6.03462E+12,64467,23020,1
227272,255,19,15,5.30964E+11,5408,2007,0
223718,471,19,15,2.86588E+11,2428,1120,0
227328,476,19,15,1.55177E+11,2798,516,0
223730,516,19,15,2.92226E+11,2533,1110,0
227342,534,19,15,2.03039E+11,1465,809,0
230980,659,19,15,2.09206E+11,1863,821,0
231063,993,19,15,1.13997E+11,1187,458,0
231197,1526,19,15,72713623660,720,284,0
231201,1542,19,15,81248270676,713,322,0
231207,1568,19,15,45003304693,702,157,0
227612,1617,19,15,74619026233,571,298,0
224055,1814,19,15,57330395615,591,232,0
227739,2128,19,15,50554096468,493,191,0
231450,2538,19,15,50268032408,412,201,0
228232,4094,19,15,33080928753,256,126,0
245341,7,20,15,5.97429E+12,58720,22955,1
245406,267,20,15,4.53169E+11,4520,1721,0
245413,296,20,15,2.54049E+11,3442,866,0
241798,451,20,15,2.951E+11,2295,1151,0
245490,605,20,15,1.95628E+11,1786,746,0
245505,666,20,15,1.92379E+11,1723,746,0
238245,860,20,15,1.33293E+11,1299,528,0
249295,1211,20,15,94643353548,859,366,0
249362,1481,20,15,80546294034,703,315,0
249392,1600,20,15,42028178109,634,151,0
249398,1626,20,15,63217164260,625,255,0
238516,1943,20,15,53052369398,525,192,0
242177,1968,20,15,55423213184,447,216,0
245914,2301,20,15,54067861936,436,215,0
242351,2665,20,15,48509059104,373,192,0
238720,2759,20,15,42765245699,367,163,0
246411,4293,20,15,24028672908,242,85,0
252649,11,21,15,4.11299E+12,35301,16013,1
256323,81,21,15,5.30229E+11,10308,1642,0
260001,157,21,15,4.54445E+11,4521,1643,0
252704,236,21,15,4.48048E+11,4042,1736,0
260086,501,21,15,2.38407E+11,1766,946,0
260120,636,21,15,1.67505E+11,1556,638,0
263783,654,21,15,1.73832E+11,1488,678,0
263790,683,21,15,1.62132E+11,1398,637,0
252894,991,21,15,1.10134E+11,973,425,0
260210,996,21,15,93048113770,965,344,0
256562,1032,21,15,1.15758E+11,923,461,0
252979,1328,21,15,88217543299,726,345,0
264008,1557,21,15,46706621915,618,164,0
264157,2152,21,15,54485185371,437,214,0
256856,2211,21,15,44705766535,426,166,0
256867,2256,21,15,51297947829,417,197,0
264306,2746,21,15,36069066432,255,146,0
257021,2873,21,15,41249167304,327,161,0
264544,3694,21,15,32322686026,262,130,0
253618,3886,21,15,24326145187,251,82,0
267282,18,22,15,2.34882E+12,21202,9051,1
267292,60,22,15,8.43588E+11,8968,3124,0
270950,242,22,15,3.79157E+11,3277,1480,0
278182,253,22,15,3.01752E+11,3178,1058,0
278197,314,22,15,1.18943E+11,2682,347,0
278270,607,22,15,1.73048E+11,1420,676,0
271046,624,22,15,1.65818E+11,1383,649,0
271048,634,22,15,1.44831E+11,1364,536,0
267488,844,22,15,1.13426E+11,1015,435,0
274744,951,22,15,1.1027E+11,883,426,0
271139,997,22,15,1.00066E+11,864,385,0
271165,1103,22,15,98014387417,781,390,0
274787,1125,22,15,74586691708,759,276,0
271171,1126,22,15,89962130222,758,342,0
274963,1832,22,15,55855443806,481,211,0
278620,2011,22,15,55262555562,438,209,0
271398,2025,22,15,48772536044,435,184,0
271553,2642,22,15,43070105237,340,171,0
275285,3120,22,15,36029202721,292,139,0
271710,3272,22,15,37062720403,279,146,0
275329,3297,22,15,33257237178,278,129,0
271806,3658,22,15,25291580880,252,85,0
288202,47,23,15,5.23829E+11,4012,2055,1
288220,118,23,15,3.73601E+11,3502,1399,0
291458,153,23,15,2.52065E+11,3048,880,0
288234,176,23,15,1.9467E+11,1601,726,0
288237,189,23,15,1.75606E+11,2608,584,0
281788,229,23,15,2.07658E+11,2227,758,0
288257,266,23,15,2.15773E+11,1960,804,0
291493,291,23,15,2.07151E+11,1803,810,0
291532,445,23,15,1.49181E+11,1101,591,0
288395,815,23,15,79223560239,626,305,0
291628,831,23,15,72019525586,604,278,0
291630,837,23,15,79014178280,688,298,0
288406,860,23,15,67833376017,699,244,0
281960,920,23,15,74295437934,564,297,0
291674,1017,23,15,65710767557,470,259,0
288445,1018,23,15,56831568675,586,201,0
285234,1102,23,15,61330375567,478,240,0
288475,1137,23,15,59659456321,551,216,0
282022,1167,23,15,73091088002,541,293,0
288487,1185,23,15,62608454200,476,245,0
282227,1990,23,15,37926119688,347,137,0
288804,2454,23,15,36130326848,289,141,0
282350,2478,23,15,32027517793,244,122,0
282359,2510,23,15,31548153102,284,114,0
282360,2517,23,15,36986353705,283,146,0
288832,2570,23,15,33070238323,279,123,0
292089,2678,23,15,34605007221,268,136,0
303371,73,24,15,4.15683E+11,3930,1562,1
300480,112,24,15,3.04197E+11,2833,1134,0
303388,137,24,15,2.3392E+11,2591,828,0
297600,193,24,15,2.04896E+11,2039,756,0
294721,281,24,15,1.71839E+11,1390,684,0
294722,284,24,15,1.65519E+11,1453,626,0
303436,330,24,15,1.44599E+11,1232,542,0
297644,370,24,15,1.30731E+11,1191,467,0
297704,611,24,15,85446803289,755,327,0
297705,614,24,15,82721082318,750,308,0
297717,659,24,15,77801883023,704,280,0
297739,749,24,15,69541330112,580,264,0
294890,959,24,15,61192033654,526,227,0
297796,981,24,15,56934680697,443,217,0
294913,1052,24,15,51650972794,458,191,0
303643,1156,24,15,60865348178,450,243,0
303695,1361,24,15,48359353685,396,190,0
295006,1425,24,15,47474561966,384,180,0
295026,1505,24,15,40707619897,353,149,0
300853,1606,24,15,42456853226,350,164,0
298033,1925,24,15,38964702914,301,150,0
295145,1981,24,15,34389239611,294,124,0
300971,2072,24,15,31139419735,285,112,0
295168,2074,24,15,31570026846,284,120,0
295172,2090,24,15,38028715495,282,149,0
295333,2736,24,15,28821845817,229,108,0
304259,3620,24,15,21279816075,184,79,0
311106,60,25,15,3.55462E+11,3064,1367,1
306283,103,25,15,2.23583E+11,2170,817,0
313547,146,25,15,1.48393E+11,1289,549,0
313548,149,25,15,1.9646E+11,1779,742,0
311150,233,25,15,1.56271E+11,1215,623,0
311174,333,25,15,1.09571E+11,950,422,0
306368,447,25,15,91709949307,739,356,0
308798,498,25,15,79767817953,685,296,0
308813,559,25,15,61271601145,508,231,0
306401,579,25,15,71515060190,612,270,0
306411,617,25,15,62312328593,501,238,0
308834,639,25,15,67782105119,550,255,0
306430,691,25,15,42581873853,534,151,0
311382,1162,25,15,39501207812,358,138,0
313814,1216,25,15,42423446723,346,167,0
308979,1224,25,15,45391234480,343,176,0
311407,1258,25,15,42389590911,337,164,0
309003,1317,25,15,40133835371,323,149,0
311424,1329,25,15,38090273578,323,142,0
311430,1355,25,15,44626353870,319,179,0
311434,1371,25,15,35713034475,317,129,0
309053,1516,25,15,34043731858,291,125,0
309063,1558,25,15,33603009002,287,121,0
309096,1693,25,15,34741467652,271,130,0
311628,2142,25,15,27760153880,226,101,0
306814,2230,25,15,28524706740,219,108,0
306826,2282,25,15,25460473337,214,92,0
306887,2526,25,15,26337079425,200,100,0
315943,65,26,15,1.32864E+11,1050,524,1
318169,70,26,15,1.2588E+11,1005,487,0
317067,113,26,15,94506653233,768,361,0
318192,160,26,15,78949740537,623,307,0
317082,167,26,15,70826122698,601,271,0
319313,188,26,15,63517647083,545,230,0
316011,342,26,15,50457362351,382,195,0
316063,547,26,15,34815652089,276,136,0
319411,580,26,15,36286940470,267,143,0
319436,680,26,15,31971382663,242,128,0
317233,775,26,15,27430953178,222,101,0
318364,851,26,15,26125900180,207,98,0
5585,16,1,16,1.45425E+13,160036,55314,1
19549,16,2,16,1.4293E+13,157928,54320,1
11371,851,2,16,1.8511E+11,1632,760,0
28059,16,3,16,1.32954E+13,149441,50397,1
28151,389,3,16,3.70451E+11,5691,1415,0
22496,615,3,16,3.22195E+11,2540,1303,0
24022,6720,3,16,22032386210,139,94,0
33772,15,4,16,1.26522E+13,143845,47911,1
36732,361,4,16,4.78445E+11,6213,1866,0
42536,575,4,16,3.44209E+11,2839,1349,0
40759,4971,4,16,31976916829,191,138,0
53954,15,5,16,1.21858E+13,139804,46076,1
45355,351,5,16,5.15729E+11,6382,2010,0
45412,583,5,16,3.4146E+11,2829,1333,0
46051,3134,5,16,43787221886,310,189,0
49323,4650,5,16,33828184379,205,145,0
65536,15,6,16,1.21366E+13,139386,45882,1
56932,349,6,16,5.18474E+11,6408,2019,0
56992,583,6,16,3.41127E+11,2825,1332,0
60519,3105,6,16,44878414933,315,194,0
66688,4626,6,16,33874280348,206,145,0
71393,16,7,16,1.1279E+13,131331,42598,1
74441,359,7,16,5.32812E+11,6316,2065,0
77457,583,7,16,3.51028E+11,2926,1360,0
75022,2685,7,16,55631579955,375,240,0
72494,4415,7,16,34477741155,219,145,0
80276,17,8,16,1.06036E+13,122969,40120,1
89401,365,8,16,5.41536E+11,6118,2106,0
83425,569,8,16,3.53339E+11,3015,1345,0
80924,2617,8,16,55539855184,388,236,0
84616,5331,8,16,28460245341,187,118,0
101352,17,9,16,1.05813E+13,124392,39957,1
95421,366,9,16,5.41477E+11,6101,2104,0
95472,568,9,16,3.52459E+11,3004,1342,0
99000,2643,9,16,55275501475,385,235,0
99593,5021,9,16,30815903589,197,129,0
104360,17,10,16,1.01387E+13,119243,38339,1
104447,364,10,16,5.42515E+11,6011,2086,0
113653,593,10,16,3.43448E+11,2835,1327,0
108071,2664,10,16,54809329152,386,232,0
109253,7394,10,16,19991679087,134,83,0
119727,15,11,16,9.61056E+12,111193,36351,1
122984,374,11,16,5.0158E+11,5444,1874,0
126228,688,11,16,2.73911E+11,2241,1064,0
116777,887,11,16,89302362801,1624,308,0
116984,1716,11,16,58474195255,673,235,0
117255,2802,11,16,53369909259,379,224,0
128117,8252,11,16,17981341462,124,74,0
135580,15,12,16,9.43834E+12,109204,35676,1
129316,370,12,16,4.99664E+11,5360,1867,0
129395,688,12,16,2.60497E+11,2139,1011,0
132621,896,12,16,84921256386,1595,291,0
135920,1374,12,16,1.09295E+11,900,445,0
132826,1712,12,16,59617508939,679,240,0
133103,2824,12,16,51851964873,373,217,0
140809,8227,12,16,18372231434,125,76,0
151675,13,13,16,9.22984E+12,106206,34882,1
145275,375,13,16,4.80227E+11,5046,1802,0
151859,752,13,16,2.28259E+11,1864,893,0
145426,979,13,16,67691359691,1389,241,0
145483,1207,13,16,1.27487E+11,1044,508,0
145602,1689,13,16,62656124298,690,254,0
145887,2826,13,16,51990537994,376,217,0
147318,8549,13,16,17545317723,122,72,0
161528,11,14,16,8.87007E+12,100331,33651,1
158318,391,14,16,4.50369E+11,4582,1703,0
165018,746,14,16,1.40121E+11,2005,514,0
161735,834,14,16,2.01893E+11,1650,794,0
165122,1164,14,16,1.31214E+11,1109,507,0
165237,1630,14,16,69613230119,731,283,0
155421,2021,14,16,42124922361,560,175,0
158946,2904,14,16,49900924710,363,208,0
166844,8063,14,16,18456539877,133,74,0
171511,11,15,16,8.48438E+12,94451,32206,1
174989,415,15,16,4.1562E+11,4135,1579,0
171671,651,15,16,1.58135E+11,2204,553,0
171728,879,15,16,1.82203E+11,1491,709,0
178543,1134,15,16,1.27722E+11,1078,487,0
168513,1516,15,16,78841880988,780,322,0
178745,1944,15,16,45940977318,585,191,0
178966,2831,15,16,39394412751,375,171,0
172260,3003,15,16,49310489123,353,207,0
180099,7358,15,16,20201305073,147,85,0
180283,8097,15,16,18305071325,134,72,0
188551,11,16,16,7.81608E+12,87105,29546,1
181740,424,16,16,3.9219E+11,3812,1489,0
192162,611,16,16,1.85422E+11,2331,664,0
188787,956,16,16,1.65324E+11,1355,640,0
185388,1191,16,16,1.18812E+11,991,454,0
192311,1202,16,16,1.06082E+11,1006,419,0
189019,1884,16,16,45912779290,593,190,0
182298,2660,16,16,44499918024,404,194,0
192825,3262,16,16,44325559520,323,186,0
190121,6296,16,16,21989771818,171,89,0
190592,8176,16,16,17478121776,134,67,0
202448,10,17,16,7.37217E+12,82118,27882,1
199064,432,17,16,3.83392E+11,3639,1461,0
195607,558,17,16,2.0602E+11,2437,750,0
202693,987,17,16,1.55733E+11,1263,606,0
202710,1054,17,16,1.19897E+11,1172,452,0
202745,1196,17,16,1.11502E+11,936,423,0
202779,1331,17,16,90229345525,897,366,0
199608,2607,17,16,46046579077,411,201,0
199717,3044,17,16,46841065212,346,193,0
196939,5882,17,16,23940471479,183,96,0
212979,11,18,16,7.03598E+12,78432,26622,1
220165,434,18,16,3.58424E+11,3380,1368,0
213120,577,18,16,1.90157E+11,2247,696,0
213227,1004,18,16,1.51493E+11,1212,594,0
213247,1085,18,16,1.17644E+11,1136,443,0
216790,1097,18,16,1.16655E+11,1119,460,0
213278,1210,18,16,1.0855E+11,913,411,0
210086,2612,18,16,46042150153,409,201,0
217272,3028,18,16,46140386898,347,188,0
214500,6097,18,16,22885635279,178,91,0
214874,7601,18,16,22934306498,145,98,0
230818,10,19,16,5.91033E+12,62850,22630,1
227295,348,19,16,1.32546E+11,3906,377,0
230915,398,19,16,3.04722E+11,3022,1117,0
223710,435,19,16,3.30698E+11,2985,1271,0
223784,731,19,16,1.04594E+11,1730,379,0
223855,1014,19,16,1.25882E+11,1155,477,0
234685,1050,19,16,1.41906E+11,1107,562,0
223865,1052,19,16,1.16337E+11,1106,455,0
227568,1440,19,16,91991366722,779,347,0
227813,2420,19,16,50062826274,431,219,0
235108,2737,19,16,50650960571,383,203,0
236088,6660,19,16,20205557825,166,78,0
241687,11,20,16,5.04013E+12,53147,19270,1
238089,237,20,16,3.02736E+11,4938,1053,0
249078,340,20,16,3.19029E+11,2885,1187,0
249088,382,20,16,3.32399E+11,2760,1295,0
238184,619,20,16,1.36298E+11,1861,513,0
245584,977,20,16,1.15152E+11,1115,440,0
238275,982,20,16,1.23314E+11,1109,461,0
238304,1098,20,16,1.1402E+11,898,449,0
238443,1657,20,16,71024475799,616,265,0
249464,1889,20,16,58215293348,538,235,0
249601,2435,20,16,51016920847,415,213,0
249607,2461,20,16,54818104700,408,219,0
259964,9,21,16,4.08172E+12,42506,15610,1
263678,233,21,16,2.67483E+11,4117,936,0
252745,400,21,16,2.41765E+11,2461,934,0
260063,408,21,16,2.42864E+11,2000,948,0
256415,444,21,16,2.25907E+11,1827,884,0
260188,909,21,16,1.15462E+11,1070,433,0
260231,1079,21,16,48559574604,883,166,0
260233,1089,21,16,1.01173E+11,872,380,0
256586,1128,21,16,90791419384,688,364,0
260411,1802,21,16,61800016854,525,235,0
256757,1816,21,16,63293064229,521,253,0
253256,2437,21,16,49721525045,392,193,0
264261,2566,21,16,33828040262,372,118,0
278122,12,22,16,3.28991E+12,34362,12516,1
267313,143,22,16,4.5214E+11,4977,1674,0
274591,344,22,16,2.42556E+11,2417,919,0
271003,454,22,16,2.14683E+11,1687,853,0
271058,676,22,16,1.00549E+11,789,392,0
278319,806,22,16,1.26431E+11,1055,489,0
271123,933,22,16,54844849248,918,189,0
274759,1012,22,16,85853800670,671,339,0
271183,1174,22,16,87665704193,729,335,0
267705,1711,22,16,59370954286,518,228,0
274987,1925,22,16,54395893113,456,209,0
268157,3517,22,16,20997807713,261,65,0
268930,6611,22,16,16627509818,152,67,0
291424,11,23,16,2.07839E+12,19653,7945,1
281762,126,23,16,3.89031E+11,3626,1481,0
285032,292,23,16,2.01432E+11,1797,786,0
285056,389,23,16,1.48862E+11,1414,563,0
285149,758,23,16,93604349080,773,370,0
281967,949,23,16,82861869324,643,320,0
282003,1090,23,16,42994679047,569,143,0
285308,1391,23,16,58014429705,472,222,0
288554,1455,23,16,55373345517,453,207,0
285445,1941,23,16,40613925930,352,154,0
291930,2042,23,16,41335381699,339,160,0
282945,4856,23,16,20565820777,163,76,0
297555,10,24,16,1.59128E+12,14425,6120,1
294675,98,24,16,3.66595E+11,3174,1422,0
294714,252,24,16,1.8505E+11,1593,720,0
294743,371,24,16,1.33428E+11,1204,512,0
303506,606,24,16,95871758338,760,381,0
303564,841,24,16,52602864601,587,185,0
297840,1154,24,16,56914876756,451,212,0
297980,1713,24,16,38100982445,331,143,0
295085,1743,24,16,40314371607,325,156,0
300921,1873,24,16,37489025490,292,142,0
303824,1879,24,16,26565035857,215,97,0
308677,9,25,16,1.25038E+12,10826,4799,1
306279,87,25,16,2.74237E+11,2182,1081,0
311156,259,25,16,1.39034E+11,1144,552,0
313582,287,25,16,1.31144E+11,1084,510,0
311193,407,25,16,75652869670,662,273,0
311221,519,25,16,87462145332,665,346,0
308987,1256,25,16,42609013875,338,157,0
311480,1551,25,16,34350995610,288,126,0
309111,1751,25,16,33027744760,263,127,0
311611,2071,25,16,22022502707,231,79,0
317047,29,26,16,1.39342E+11,1018,550,1
318188,144,26,16,65340691157,656,235,0
315966,162,26,16,77717809208,620,294,0
319309,172,26,16,76458833353,588,300,0
317087,190,26,16,65286407030,542,248,0
316001,300,26,16,50524754798,424,191,0
317116,309,26,16,51110890022,416,191,0
318233,324,26,16,50224062072,402,192,0
316015,358,26,16,44773473496,364,170,0
319379,452,26,16,40166286235,305,154,0
319439,693,26,16,30585627525,239,118,0
317214,701,26,16,27973430434,238,103,0
317251,845,26,16,23925818392,209,85,0
2795,17,1,17,1.10956E+13,119926,41933,1
16754,17,2,17,9.544E+12,107826,35934,1
19559,58,2,17,4.13222E+12,52165,15626,0
19795,1006,2,17,81883070145,1028,336,0
28063,32,3,17,7.37448E+12,74615,28403,0
30921,34,3,17,5.62633E+12,77044,20958,1
36651,33,4,17,6.27276E+12,80906,23546,1
39525,36,4,17,6.97851E+12,71019,26870,0
36824,724,4,17,1.27279E+11,2102,478,0
48170,32,5,17,6.69015E+12,83432,25193,1
51065,35,5,17,6.74249E+12,68778,25981,0
51223,668,5,17,1.60498E+11,2415,592,0
65540,31,6,17,6.72424E+12,83648,25324,1
62646,35,6,17,6.72971E+12,68629,25937,0
62804,665,6,17,1.63152E+11,2439,600,0
74358,31,7,17,7.08691E+12,84856,26810,1
68438,36,7,17,6.50946E+12,66152,25078,0
68582,611,7,17,2.04132E+11,2806,742,0
68649,881,7,17,1.741E+11,1553,726,0
83290,29,8,17,6.9652E+12,81719,26467,1
86306,35,8,17,6.53319E+12,65318,25146,0
86439,572,8,17,2.37878E+11,3119,849,0
89532,889,8,17,1.69338E+11,1601,684,0
92330,29,9,17,6.95755E+12,81140,26465,1
95339,35,9,17,6.5454E+12,65336,25192,0
98481,574,9,17,2.35452E+11,3089,841,0
95551,883,9,17,1.70353E+11,1615,686,0
113513,31,10,17,6.62092E+12,78442,25118,1
113514,34,10,17,6.46256E+12,63577,24923,0
104513,624,10,17,2.05547E+11,2692,752,0
107610,816,10,17,2.02277E+11,1860,805,0
119730,28,11,17,5.9605E+12,70124,22554,1
122899,34,11,17,5.01274E+12,51246,19149,0
119839,465,11,17,3.71848E+11,3908,1370,0
116763,832,11,17,2.02468E+11,1797,809,0
119964,966,11,17,1.90531E+11,1436,769,0
117022,1870,11,17,83069512833,606,351,0
132405,29,12,17,5.74177E+12,65385,21828,1
138764,43,12,17,4.63432E+12,47690,17673,0
138862,435,12,17,3.91532E+11,4032,1443,0
138872,477,12,17,1.31833E+11,4026,370,0
138960,827,12,17,2.01828E+11,1794,804,0
129447,897,12,17,2.05083E+11,1572,817,0
139202,1801,12,17,87010234801,638,365,0
145187,28,13,17,5.46664E+12,61809,20818,1
145192,47,13,17,4.20716E+12,43845,15996,0
142027,379,13,17,2.50909E+11,5227,759,0
145295,455,13,17,3.72696E+11,3727,1392,0
151871,800,13,17,2.19855E+11,1698,864,0
145385,815,13,17,2.00869E+11,1780,797,0
148878,1810,13,17,87550961281,635,367,0
158227,25,14,17,5.01006E+12,57131,18959,1
164844,52,14,17,3.34946E+12,36219,12700,0
161637,445,14,17,1.84169E+11,4055,584,0
161645,477,14,17,3.63238E+11,3649,1346,0
161646,484,14,17,3.40394E+11,3343,1283,0
158430,844,14,17,1.9405E+11,1694,772,0
165052,888,14,17,1.90063E+11,1408,751,0
165293,1855,14,17,85287240986,623,356,0
158934,2856,14,17,35987673438,287,136,0
178267,29,15,17,4.18019E+12,48098,15834,1
168149,57,15,17,2.91639E+12,32005,11062,0
168208,288,15,17,5.40376E+11,6288,1985,0
168254,475,15,17,3.66552E+11,3497,1382,0
171634,503,15,17,3.17969E+11,3030,1209,0
168353,873,15,17,1.86495E+11,1568,750,0
178513,1012,15,17,1.5675E+11,1088,641,0
175185,1196,15,17,31513609045,1056,94,0
171966,1830,15,17,84433833836,628,349,0
175671,3150,15,17,39659942899,336,143,0
181642,32,16,17,3.9637E+12,43979,15078,1
192023,55,16,17,2.69149E+12,29220,10218,0
181707,292,16,17,5.37535E+11,5863,1993,0
192131,486,16,17,3.49411E+11,3282,1320,0
188686,551,16,17,2.66317E+11,2202,1035,0
188753,821,16,17,72081729022,1664,247,0
185321,924,16,17,1.71711E+11,1419,696,0
188817,1081,16,17,1.37626E+11,955,564,0
185564,1898,16,17,76432174195,588,312,0
182828,4781,16,17,28250438556,222,116,0
190175,6511,16,17,19437621082,166,70,0
195476,31,17,17,4.00383E+12,42680,15316,1
202459,55,17,17,2.49055E+12,27090,9452,0
199029,290,17,17,5.04482E+11,5423,1875,0
199079,493,17,17,3.31365E+11,3087,1255,0
199093,547,17,17,2.48075E+11,2041,967,0
199122,663,17,17,1.20608E+11,2158,409,0
202685,955,17,17,1.592E+11,1323,646,0
206235,1179,17,17,1.26374E+11,870,521,0
195946,1914,17,17,74362567372,572,304,0
200122,4667,17,17,28434822117,226,116,0
207406,5867,17,17,22115637509,183,81,0
209439,28,18,17,3.95306E+12,41299,15132,1
220070,55,18,17,2.35232E+12,25543,8935,0
213048,288,18,17,4.92195E+11,5194,1835,0
209554,488,18,17,3.23384E+11,2977,1227,0
216648,528,18,17,2.63583E+11,2144,1026,0
209580,587,18,17,1.39951E+11,2349,472,0
220296,961,18,17,1.56093E+11,1283,636,0
213353,1512,18,17,1.04991E+11,722,436,0
209916,1934,18,17,73463957298,564,300,0
